編號,屋齡,建物移轉面積(平方公尺),主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area (square meter),the main use,main building materials,construction completes the date,total layer,building lamination
RPRNMLKMNHNFFCA87CC,19,21.94,共有部分,鋼筋混凝土造,88年5月26日,六層,
RPRNMLKMNHNFFCA87CC,19,65.02,共有部分,鋼筋混凝土造,88年5月26日,六層,
RPOPMLKMNHNFFCA77CC,10,61.88,見其他登記事項,鋼筋混凝土造,97年3月14日,十五層,
RPOPMLKMNHNFFCA77CC,10,23.40,共有部分,鋼筋混凝土造,97年3月14日,十五層,
RPOPMLKMNHNFFCA77CC,10,6.64,共有部分,見其他登記事項,97年3月14日,十五層,
RPQPMLKMNHNFFCA97CC,13,37.60,商業用,鋼筋混凝土造,93年12月9日,八層,
RPQPMLKMNHNFFCA97CC,13,23.72,共有部分,鋼筋混凝土造,93年12月9日,八層,
RPQPMLKMNHNFFCA97CC,13,1.19,共有部分,鋼筋混凝土造,93年12月9日,八層,
RPQQMLKMNHNFFEA28CC,36,377.39,見其他登記事項,鋼筋混凝土造,70年12月30日,十一層,
RPQQMLKMNHNFFEA28CC,36,57.26,共有部分,鋼筋混凝土造,70年12月30日,十一層,
RPQQMLKMNHNFFEA28CC,36,406.78,見使用執照,鋼筋混凝土造,70年12月30日,十一層,
RPQQMLKMNHNFFEA28CC,36,31.31,共有部分,鋼筋混凝土造,70年12月30日,十一層,
RPQQMLKMNHNFFEA28CC,36,109.47,商業用,鋼筋混凝土造,70年12月30日,十一層,
RPQQMLKMNHNFFEA28CC,36,17.83,共有部分,鋼筋混凝土造,70年12月30日,十一層,
RPVPMLKMNHNFFCA48CC,11,29.20,共有部分,鋼筋混凝土造,96年9月19日,十五層,
RPVPMLKMNHNFFCA48CC,11,6.77,共有部分,鋼筋混凝土造,96年9月19日,十五層,
RPVPMLKMNHNFFCA48CC,11,16.60,共有部分,鋼筋混凝土造,96年9月19日,十五層,
RPVPMLKMNHNFFCA48CC,11,128.81,住家用,鋼筋混凝土造,96年9月19日,十五層,
RPPRMLKMNHNFFCA08CC,12,41.45,商業用,鋼筋混凝土造,95年7月13日,十四層,
RPPRMLKMNHNFFCA08CC,12,4.38,共有部分,鋼筋混凝土造,95年7月13日,十四層,
RPPRMLKMNHNFFCA08CC,12,4.94,共有部分,鋼筋混凝土造,95年7月13日,十四層,
RPPRMLKMNHNFFCA08CC,12,9.51,共有部分,鋼筋混凝土造,95年7月13日,十四層,
RPQRMLKMNHNFFCA18CC,17,73.20,共有部分,鋼筋混凝土造,90年2月27日,十三層,
RPQRMLKMNHNFFCA18CC,17,54.36,共有部分,鋼筋混凝土造,90年2月27日,十三層,
RPQRMLKMNHNFFCA18CC,17,245.66,住家用,鋼筋混凝土造,90年2月27日,十三層,
RPRRMLKMNHNFFCA28CC,4,41.07,見其他登記事項,鋼筋混凝土造,103年10月23日,十四層,
RPRRMLKMNHNFFCA28CC,4,17.72,見其他登記事項,鋼筋混凝土造,103年10月23日,十四層,
RPSNMLKMNHNFFBA87CC,37,36.21,住家用,鋼筋混凝土造,70年9月9日,十一層,
RPTRMLKMNHNFFCA48CC,3,39.09,住家用,鋼筋混凝土造,104年10月30日,九層,
RPTRMLKMNHNFFCA48CC,3,27.42,見其他登記事項,鋼筋混凝土造,104年10月30日,九層,
RPTRMLKMNHNFFCA48CC,33,16.39,住家用,鋼筋混凝土造,73年12月18日,五層,
RPQOMLKMNHNFFBA77CC,47,39.54,住家用,鋼筋混凝土造,60年11月4日,五層,
RPSOMLKMNHNFFBA97CC,,92.63,住家用,鋼筋混凝土造,,四層,
RPXOMLKMNHNFFBA48CC,10,288.17,住家用,鋼筋混凝土造,97年2月27日,十四層,
RPXOMLKMNHNFFBA48CC,10,87.30,共有部分,見其他登記事項,97年2月27日,十四層,
RPXOMLKMNHNFFBA48CC,10,53.78,共有部分,鋼筋混凝土造,97年2月27日,十四層,
RPXOMLKMNHNFFBA48CC,10,132.54,共有部分,鋼筋混凝土造,97年2月27日,十四層,
RPQPMLKMNHNFFBA87CC,41,123.97,住家用,鋼筋混凝土造,66年8月26日,七層,
RPQPMLKMNHNFFBA87CC,41,20.39,共有部分,鋼筋混凝土造,66年8月26日,七層,
RPOQMLKMNHNFFBA77CC,45,132.40,住家用,鋼筋混凝土造,61年12月21日,六層,
RPSOMLKMNHNFFDA18CC,39,58.15,商業用,鋼筋混凝土造,68年9月25日,七層,
RPSOMLKMNHNFFDA18CC,39,6.73,共有部分,鋼筋混凝土造,68年9月25日,七層,
RPUNMLKMNHNFFDA28CC,32,100.01,住家用,鋼筋混凝土造,75年1月13日,六層,
RPUNMLKMNHNFFDA28CC,32,95.88,見使用執照,鋼筋混凝土造,75年1月13日,六層,
RPUNMLKMNHNFFDA28CC,32,10.15,共有部分,鋼筋混凝土造,75年1月13日,六層,
RPSPMLKMNHNFFBA08CC,35,31.25,住家用,鋼筋混凝土造,71年12月24日,十一層,
RPSPMLKMNHNFFBA08CC,35,11.19,共有部分,鋼筋混凝土造,71年12月24日,十一層,
RPSPMLKMNHNFFCA18CC,4,279.32,見其他登記事項,鋼骨鋼筋混凝土造,103年7月3日,十八層,
